시군명,관서명,지방청명,경찰서명,구분명,소재지우편번호,소재지지번주소,소재지도로명주소,WGS84위도,WGS84경도
성남시,단대,경기남부청,성남수정,파출소,13144,경기도 성남시 수정구 단대동 101-4번지,경기도 성남시 수정구 단대로 15,37.4522458133,127.1582111975
성남시,산성,경기남부청,성남수정,파출소,13123,경기도 성남시 수정구 산성동 670번지,경기도 성남시 수정구 수정남로 317,37.4561630448,127.1528733635
성남시,고등,경기남부청,성남수정,파출소,13106,경기도 성남시 수정구 시흥동 191번지,경기도 성남시 수정구 대왕판교로 942,37.4241940001,127.1032366602
성남시,수진,경기남부청,성남수정,지구대,13352,경기도 성남시 수정구 신흥동 3775번지,경기도 성남시 수정구 시민로 150,37.4414696918,127.1439622518
수원시,영통,경기남부청,수원남부,지구대,16709,경기도 수원시 영통구 영통동 1046-2번지,경기도 수원시 영통구 청명로 92,37.2547674956,127.0777734212
수원시,장안문,경기남부청,수원중부,지구대,16308,경기도 수원시 장안구 조원동 680-6번지,경기도 수원시 장안구 송정로 113,37.2956796251,127.0095022415
수원시,권선,경기남부청,수원남부,파출소,16571,경기도 수원시 권선구 권선동 1013-23번지,경기도 수원시 권선구 권선로699번길 24-23,37.2597708797,127.0295083003
수원시,노송,경기남부청,수원중부,지구대,16347,경기도 수원시 장안구 파장동 566-14번지,경기도 수원시 장안구 이목로 58,37.3103114869,126.9879468137
수원시,화서문,경기남부청,수원중부,지구대,16435,경기도 수원시 팔달구 화서동 647-1번지,경기도 수원시 팔달구 수성로182번길 3,37.2867051948,126.9931162592
수원시,율천,경기남부청,수원중부,파출소,16417,경기도 수원시 장안구 율전동 497-7번지,경기도 수원시 장안구 서부로 2124,37.2979012089,126.9716180367
수원시,창룡문,경기남부청,수원중부,파출소,16221,경기도 수원시 장안구 연무동 254-11번지,경기도 수원시 장안구 경수대로 758,37.2910109750,127.0218957472
수원시,매탄,경기남부청,수원남부,지구대,16488,경기도 수원시 팔달구 인계동 1117-1번지,경기도 수원시 팔달구 동수원로 403,37.2650751471,127.0399156797
수원시,곡선,경기남부청,수원남부,지구대,16558,경기도 수원시 권선구 권선동 1268번지,경기도 수원시 권선구 권중로 77,37.2517966723,127.0298887294
수원시,인계,경기남부청,수원남부,파출소,16484,경기도 수원시 팔달구 인계동 930-1번지,경기도 수원시 팔달구 장다리로 312,37.2756555916,127.0313404671
수원시,세류,경기남부청,수원남부,파출소,16660,경기도 수원시 권선구 세류동 1167-33번지,경기도 수원시 권선구 정조로 370,37.2426536298,127.0152566986
수원시,광교,경기남부청,수원남부,파출소,16509,경기도 수원시 영통구 이의동 1347-6번지,경기도 수원시 영통구 에듀타운로 82,37.2885442553,127.0476068657
수원시,태장,경기남부청,수원남부,파출소,16688,경기도 수원시 영통구 망포동 396-1번지,경기도 수원시 영통구 영통로 143,37.2402729332,127.0553658250
수원시,매산,경기남부청,수원서부,지구대,16622,경기도 수원시 팔달구 매산로1가 18번지,경기도 수원시 팔달구 덕영대로 924,37.2660720289,126.9998380678
수원시,고등,경기남부청,수원서부,파출소,16454,경기도 수원시 팔달구 고등동 105-25번지,경기도 수원시 팔달구 고등로 50,37.2730189977,127.0024535325
수원시,서호,경기남부청,수원서부,지구대,16406,경기도 수원시 권선구 구운동 938번지,경기도 수원시 권선구 구운로73번길 18-13,37.2806825297,126.9713094363
수원시,당수,경기남부청,수원서부,파출소,16375,경기도 수원시 권선구 당수동 159-1번지,경기도 수원시 권선구 당진로32번길 28-4,37.2916815114,126.9417915015
수원시,산남,경기남부청,수원남부,지구대,16527,경기도 수원시 영통구 매탄동 1213-2번지,경기도 수원시 영통구 매영로 93-18,37.2686023677,127.0529953667
수원시,동부,경기남부청,수원중부,파출소,16249,경기도 수원시 팔달구 지동 480-6번지,경기도 수원시 팔달구 경수대로 621,37.2808459175,127.0295833754
수원시,행궁,경기남부청,수원중부,파출소,16256,경기도 수원시 팔달구 남수동 11-841번지,경기도 수원시 팔달구 창룡대로 48,37.2829288659,127.0213073502
수원시,고색,경기남부청,수원서부,파출소,16649,경기도 수원시 권선구 고색동 146-7번지,경기도 수원시 권선구 매송고색로 750,37.2519607642,126.9862337864
수원시,호매실,경기남부청,수원서부,파출소,16397,경기도 수원시 권선구 금곡동 1119-1번지,경기도 수원시 권선구 금곡로 190,37.2730979637,126.9515366509
수원시,유천,경기남부청,수원서부,파출소,16464,경기도 수원시 팔달구 매교동 77-63번지,경기도 수원시 팔달구 매산로116번길 50,37.2690449103,127.0143365311
시흥시,매화,경기남부청,시흥,파출소,14940,경기도 시흥시 매화동 202-1번지,경기도 시흥시 매화로 36,37.4163293530,126.8148227619
시흥시,옥구,경기남부청,시흥,지구대,15038,경기도 시흥시 정왕동 1849-7번지,경기도 시흥시 정왕대로118번길 1,37.3511350154,126.7286106143
시흥시,정왕,경기남부청,시흥,지구대,15055,경기도 시흥시 정왕동 1800-10번지,경기도 시흥시 정왕신길로 216,37.3486673334,126.7410229394
시흥시,은행,경기남부청,시흥,파출소,14916,경기도 시흥시 은행동 541-1번지,경기도 시흥시 은행로 148,37.4441816574,126.7998817786
시흥시,신천,경기남부청,시흥,파출소,14950,경기도 시흥시 신천동 772-24번지,경기도 시흥시 신천로100번안길 15,37.4375179950,126.7867473088
시흥시,장곡,경기남부청,시흥,지구대,15002,경기도 시흥시 장곡동 793-3번지,경기도 시흥시 장곡로54번길 25-14,37.3818888660,126.7813067185
시흥시,군자,경기남부청,시흥,파출소,15068,경기도 시흥시 거모동 1757-6번지,경기도 시흥시 군자로 513,37.3442249473,126.7852995995
시흥시,대야,경기남부청,시흥,파출소,14909,경기도 시흥시 대야동 494번지,경기도 시흥시 호현로 42,37.4442639870,126.7853831598
시흥시,시화,경기남부청,시흥,파출소,15063,경기도 시흥시 정왕동 1785-4번지,경기도 시흥시 중심상가로 271,37.3400322370,126.7435807039
시흥시,능곡,경기남부청,시흥,파출소,14992,경기도 시흥시 능곡동 613번지,경기도 시흥시 장현능곡로 211,37.3690246931,126.8137442543
안산시,와동,경기남부청,안산단원,파출소,15335,경기도 안산시 단원구 고잔동 515번지,경기도 안산시 단원구 화랑로 397,37.3220367740,126.8315185050
안산시,선부,경기남부청,안산단원,파출소,15245,경기도 안산시 단원구 와동 79-2번지,경기도 안산시 단원구 선부로 323,37.3433330752,126.8289422289
안산시,선부3,경기남부청,안산단원,파출소,15220,경기도 안산시 단원구 선부동 703-3번지,경기도 안산시 단원구 선여불로 19,37.3439783575,126.8038872707
안산시,원선,경기남부청,안산단원,파출소,15375,경기도 안산시 단원구 원곡동 753번지,경기도 안산시 단원구 원곡공원로 30,37.3325553594,126.7945181365
안산시,공단,경기남부청,안산단원,파출소,15645,경기도 안산시 단원구 대부북동 294-6번지,경기도 안산시 단원구 대부중앙로 67,37.2449536754,126.5825241375
안산시,본오,경기남부청,안산상록,지구대,15532,경기도 안산시 상록구 본오동 877-3번지,경기도 안산시 상록구 상록수로 12,37.3025958394,126.8611027590
안산시,일동,경기남부청,안산상록,파출소,15323,경기도 안산시 상록구 일동 600-6번지,경기도 안산시 상록구 호동로 118,37.3125920254,126.8643553807
안산시,수암,경기남부청,안산상록,파출소,15202,경기도 안산시 상록구 수암동 502번지,경기도 안산시 상록구 수인로 2026,37.3639184263,126.8763734738
안산시,부곡,경기남부청,안산상록,파출소,15306,경기도 안산시 상록구 부곡동 671-11번지,경기도 안산시 상록구 성호로 324,37.3315362560,126.8608001550
안산시,호수,경기남부청,안산단원,지구대,15335,경기도 안산시 단원구 고잔동 514번지,경기도 안산시 단원구 화랑로 373,37.3216184207,126.8288569017
안산시,고잔,경기남부청,안산단원,파출소,15473,경기도 안산시 단원구 고잔동 712-3번지,경기도 안산시 단원구 광덕2로 127,37.3101693081,126.8247208649
안산시,선부2,경기남부청,안산단원,파출소,15367,경기도 안산시 단원구 선부동 1072-5번지,경기도 안산시 단원구 선부광장1로 150,37.3319224126,126.8091095027
안산시,원곡,경기남부청,안산단원,파출소,15212,경기도 안산시 단원구 선부동 1135번지,경기도 안산시 단원구 선삼로2길 14-20,37.3448666907,126.8126086013
안산시,대부,경기남부청,안산단원,파출소,15380,경기도 안산시 단원구 원곡동 821-3번지,경기도 안산시 단원구 원선로 33,37.3280009302,126.7972160565
안산시,신길,경기남부청,안산단원,파출소,15433,경기도 안산시 단원구 원시동 773-6번지,경기도 안산시 단원구 동산로 29,37.3128119822,126.7933543238
안산시,사동,경기남부청,안산상록,지구대,15582,경기도 안산시 상록구 사동 1304-1번지,경기도 안산시 상록구 석호로 175,37.2967630108,126.8512451982
안산시,반월,경기남부청,안산상록,파출소,15520,경기도 안산시 상록구 건건동 47,,37.3190938656,126.9061193430
안산시,본오1,경기남부청,안산상록,파출소,15575,경기도 안산시 상록구 본오동 1153-1번지,경기도 안산시 상록구 샘골로 11,37.2848124221,126.8634590897
안산시,월피,경기남부청,안산상록,파출소,15259,경기도 안산시 상록구 월피동 512-3번지,경기도 안산시 상록구 안산천서로 215,37.3330587229,126.8463202764
안산시,성포,경기남부청,안산상록,파출소,,경기도 안산시 상록구 예술광장1로 78,,,
안산시,팔곡,경기남부청,안산상록,파출소,15526,경기도 안산시 상록구 팔곡일동 681-1번지,경기도 안산시 상록구 소학길 8,37.2975063677,126.8871541584
안성시,공도,경기남부청,안성,지구대,17560,경기도 안성시 공도읍 만정리 793-2번지,경기도 안성시 공도읍 공도4로 4,37.0006636883,127.1726677761
안성시,내리,경기남부청,안성,파출소,17546,경기도 안성시 대덕면 내리 676-1번지,경기도 안성시 대덕면 대학6길 34,37.0036658055,127.2261523213
안성시,죽산,경기남부청,안성,파출소,17519,경기도 안성시 죽산면 죽산리 432-7번지,경기도 안성시 죽산면 죽주로 241,37.0748511138,127.4219729571
안성시,보개,경기남부청,안성,파출소,17509,경기도 안성시 보개면 불현리 42-9번지,경기도 안성시 보개면 보개원삼로 220-1,37.0224688909,127.2900144310
안성시,양성,경기남부청,안성,파출소,17502,경기도 안성시 양성면 동항리 291-3번지,경기도 안성시 양성면 장터길 35,37.0586847541,127.1952716274
안성시,대덕,경기남부청,안성,파출소,17545,경기도 안성시 대덕면 건지리 420-4번지,경기도 안성시 대덕면 중앙로 78,37.0125826239,127.2374370245
안성시,금광,경기남부청,안성,파출소,17535,경기도 안성시 금광면 금광리 93-5번지,경기도 안성시 금광면 금광초교길 38,37.0009669458,127.3227268473
안성시,원곡,경기남부청,안성,파출소,17556,경기도 안성시 원곡면 외가천리 267-4번지,경기도 안성시 원곡면 가천중앙1길 44,37.0391573244,127.1292543243
안성시,일죽,경기남부청,안성,파출소,17529,경기도 안성시 일죽면 송천리 20-6번지,경기도 안성시 일죽면 주래본죽로 28,37.0935727589,127.4775513079
안성시,중앙,경기남부청,안성,지구대,17578,경기도 안성시 석정동 256-2번지,경기도 안성시 석정1길 15,37.0094409868,127.2619548743
